device,VIN,data_collector,time_sensor,time_session,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,latitude,longitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,fuel_type
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:50.447820,2026-02-02T16:26:49,,68.0,,,0.0,60.0,0.706289529800415,4.572925090789795,8.35336971282959,9.54930753222972,,,,,,,,,,0.0,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:51.447522,2026-02-02T16:26:49,,68.0,,,0.0,60.0,-0.1987187415361404,5.633556365966797,9.32541561126709,10.896780386408944,-5.8432761,-35.1976124,,,,,,,,339.32,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:52.447520,2026-02-02T16:26:49,,69.0,,,0.0,60.0,0.5554547905921936,5.051765441894531,9.119514465332031,10.440038706236288,-5.8432761,-35.1976124,,,,,,,,345.06000000000006,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:53.447464,2026-02-02T16:26:49,,49.0,,,0.0,60.0,0.9552865028381348,5.875370979309082,7.65186882019043,9.69451664026704,-5.8432761,-35.1976124,,,,,,,,294.12,,,0,Não identificado,,,0.0,0.7666666666666667,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:54.447046,2026-02-02T16:26:49,,47.0,,,0.0,60.0,1.8531121015548704,5.583278179168701,9.272743225097656,10.981383638025992,-5.8432761,-35.1976124,,,,,,,,262.35,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:55.447145,2026-02-02T16:26:49,,46.0,,,0.0,60.0,-0.0574608407914638,5.140350818634033,5.951985359191895,7.864644810981021,-5.8432761,-35.1976124,,,,,,,,289.27500000000003,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:56.447942,2026-02-02T16:26:49,,44.0,,,0.0,60.0,-0.5099649429321289,6.720524311065674,9.004592895507812,11.247586606578066,-5.8433775,-35.1976016,,,,,,,,284.20000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:57.446906,2026-02-02T16:26:49,,44.0,,,0.0,60.0,-1.8602946996688845,6.540958881378174,9.064447402954102,11.331771537514223,-5.8433775,-35.1976016,,,,,,,,284.20000000000005,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:58.447218,2026-02-02T16:26:49,,43.0,,,0.0,60.0,-1.556231141090393,3.83072280883789,4.618414878845215,6.198874784651585,-5.8433775,-35.1976016,,,,,,,,298.11,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:26:59.447838,2026-02-02T16:26:49,,42.0,,,0.0,60.0,-3.4165258407592773,6.598419666290283,12.131420135498049,14.226143026731796,-5.8433775,-35.1976016,,,,,,,,305.08,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:00.447631,2026-02-02T16:26:49,,41.0,,,0.0,60.0,-1.1994950771331787,4.551377296447754,6.787561893463135,8.259831729053543,-5.8433775,-35.1976016,,,,,,,,317.84000000000003,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:01.447717,2026-02-02T16:26:49,,42.0,,,0.0,60.0,-0.4189853072166443,4.278438568115234,7.5968017578125,8.728801877480233,-5.8435362,-35.1976736,,,,,,,,306.66,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:02.446924,2026-02-02T16:26:49,,42.0,,,0.0,60.0,-0.3351882398128509,5.327098846435547,8.5903959274292,10.113616339657934,-5.8435362,-35.1976736,,,,,,,,293.72,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:03.447726,2026-02-02T16:26:49,,41.0,,,0.0,60.0,-1.094150185585022,3.2537200450897217,8.334216117858887,9.013490836496882,-5.8435362,-35.1976736,,,,,,,,269.77,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:04.447536,2026-02-02T16:26:49,,42.0,,,0.0,60.0,-0.3519476354122162,4.4077253341674805,9.02135181427002,10.046725751027896,-5.8435362,-35.1976736,,,,,,,,263.12,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:05.447155,2026-02-02T16:26:49,,44.0,,,0.0,60.0,1.0893617868423462,6.426037311553955,8.087613105773926,10.387018358547468,-5.8435362,-35.1976736,,,,,,,,266.22,,,0,Não identificado,,,0.0,0.7666666666666667,46.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:27:06.447536,2026-02-02T16:26:49,,44.0,,,0.0,60.0,0.912190854549408,6.162675380706787,6.268020153045654,8.837348960071656,-5.8436865,-35.1976759,,,,,,,,266.22,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
