device,VIN,data_collector,time_sensor,time_session,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,latitude,longitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,fuel_type
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:51.326486,2026-02-02T16:37:50,,56.0,,,5603.739235943348,96.26053858676624,0.5219359993934631,5.588066577911377,8.056488990783691,9.818651644968968,,,,,,,,,,0.0,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,,,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:52.324916,2026-02-02T16:37:50,,56.0,,,4899.071386408923,93.23685293551604,0.1675941199064254,6.521805286407471,7.314286231994629,9.801061935646862,,,,,,,,,,261.8,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:53.324927,2026-02-02T16:37:50,,65.0,,,4298.9862144775425,88.06092128853706,-0.7781155705451965,6.847416877746582,7.491456985473633,10.17912125401674,,,,,,,,,,378.95,,,0,Não identificado,,,0.0,0.8333333333333334,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:54.325610,2026-02-02T16:37:50,,61.0,,,4888.017353575835,110.66929702557862,0.4525041282176971,4.9799394607543945,7.364564418792725,8.901761965890834,-5.8432601,-35.1975222,,,,,,,,445.5,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:55.323696,2026-02-02T16:37:50,,52.0,,,4776.114994817358,86.73083198551282,1.015141487121582,4.347870349884033,8.813055992126465,9.879496178380368,-5.8432601,-35.1975222,,,,,,,,308.27,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:56.325099,2026-02-02T16:37:50,,51.0,,,5235.554199421407,88.34750064409394,0.6177040338516235,4.584896087646484,8.245630264282227,9.454800307949377,-5.8432601,-35.1975222,,,,,,,,298.11,,,0,Não identificado,,,0.0,0.9333333333333332,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:57.324806,2026-02-02T16:37:50,,46.0,,,4604.131275277563,117.3239950708896,0.4620809257030487,5.916072368621826,8.415618896484375,10.297381825664916,-5.8432601,-35.1975222,,,,,,,,272.685,,,0,Não identificado,,,0.0,0.8666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:58.324569,2026-02-02T16:37:50,,42.0,,,5958.226980656707,113.64440061587572,-0.4213795065879822,4.639962673187256,9.08838939666748,10.213013077569284,-5.8432601,-35.1975222,,,,,,,,245.735,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:37:59.324186,2026-02-02T16:37:50,,42.0,,,4270.313956647318,117.85369121582985,-0.2920926213264465,5.386953830718994,8.767566680908203,10.294406985247042,-5.8432467,-35.1976123,,,,,,,,228.25000000000003,,,0,Não identificado,,,0.0,0.6666666666666666,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:00.324876,2026-02-02T16:37:50,,44.0,,,5308.713508359777,116.75894108934145,-2.324769735336304,4.572925090789795,8.865729331970215,10.242917299093431,-5.8432467,-35.1976123,,,,,,,,245.96,,,0,Não identificado,,,0.0,0.7333333333333333,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:01.325367,2026-02-02T16:37:50,,47.0,,,4261.460058553043,80.96653779752562,-0.6967126727104187,5.149928092956543,4.017470359802246,6.568655570421385,-5.8432467,-35.1976123,,,,,,,,248.305,,,0,Não identificado,,,0.0,0.7333333333333333,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:02.325880,2026-02-02T16:37:50,,51.0,,,5831.422008202315,115.02972163678439,0.237025961279869,4.4508209228515625,8.054094314575195,9.205130277279425,-5.8432467,-35.1976123,,,,,,,,270.28,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:03.324948,2026-02-02T16:37:50,,46.0,,,4445.259825740789,85.06889131241198,-0.071826048195362,4.252102375030518,8.29830265045166,9.32455685099472,-5.8432467,-35.1976123,,,,,,,,254.135,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:04.324714,2026-02-02T16:37:50,,44.0,,,5897.225143756091,83.33868816884308,-0.9457096457481384,4.78122091293335,11.255142211914062,12.265099525186988,-5.8433383,-35.1976041,,,,,,,,249.34,,,0,Não identificado,,,0.0,0.7666666666666667,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:05.324085,2026-02-02T16:37:50,,42.0,,,4473.780335028952,97.59531737502007,0.7924807667732239,5.688623428344727,7.647080421447754,9.563801610620514,-5.8433383,-35.1976041,,,,,,,,255.32,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0.0,,Gasolina
,9BD376AT1SYB85622,App2Car,2026-02-02T16:38:06.324663,2026-02-02T16:37:50,,42.0,,,5350.648277908873,82.5017913588883,1.4413094520568848,6.030993938446045,6.315904140472412,8.851039822178974,-5.8433383,-35.1976041,,,,,,,,255.32,,,0,Não identificado,,,0.0,0.8,90.0,0.0,0.0,,Gasolina
